City/Town,Ward,Pct,"Elizabeth Ann Warren","John Deaton","All Others",Blanks,"Total Votes Cast"
Worcester,7,4,852,478,2,39,"1,371"
Worcester,7,5,515,423,2,22,962
Worcester,7,5A,192,108,1,8,309
Worcester,7,6,792,504,1,21,"1,318"
Worcester,8,1,397,175,0,30,602
Worcester,8,2,334,182,1,22,539
Worcester,8,3,262,65,3,9,339
Worcester,8,4,483,163,9,42,697
Worcester,8,5,419,250,1,19,689
Worcester,8,6,423,186,1,32,642
Worcester,9,1,711,297,8,34,"1,050"
Worcester,9,2,"1,133",484,7,61,"1,685"
Worcester,9,3,610,319,1,33,963
Worcester,9,4,"1,208",654,3,52,"1,917"
Worcester,9,5,"1,306",733,9,61,"2,109"
Worcester,9,6,"1,080",630,7,52,"1,769"
Worcester,10,1,466,175,1,17,659
Worcester,10,2,610,182,2,23,817
Worcester,10,3,540,163,4,47,754
Worcester,10,4,412,209,1,26,648
Worcester,10,4A,0,0,0,0,0
Worcester,10,5,437,192,3,33,665
Worcester,10,6,399,171,2,38,610
Worthington,-,1,530,327,0,21,878
Wrentham,-,1,861,"1,050",4,35,"1,950"
Wrentham,-,2,907,"1,032",9,32,"1,980"
Wrentham,-,3,878,"1,023",6,28,"1,935"
Wrentham,-,4,902,"1,103",2,39,"2,046"
Yarmouth,-,1,"1,234",986,5,28,"2,253"
Yarmouth,-,2,"1,163",972,0,41,"2,176"
Yarmouth,-,3,794,801,2,32,"1,629"
Yarmouth,-,4,"1,008",876,6,37,"1,927"
Yarmouth,-,5,858,886,2,40,"1,786"
Yarmouth,-,6,965,799,1,42,"1,807"
Yarmouth,-,7,"1,261",989,3,32,"2,285"
Yarmouth,-,8,689,664,0,22,"1,375"
Yarmouth,-,8A,128,137,1,3,269
TOTALS,,,"2,041,668","1,365,440","6,221","99,601","3,512,930"
